,單位（12級）,單位序,序,文號,主旨,附件,附件名稱,不歸檔原因,承辦單位,承辦人,保存狀況,0
716,研究發展處產學營運中心,,595,1081400254,請校方同意研發處產學營運中心(松果館)，依108年「國立中央大學全校各行政及學術單位館舍清潔維護委託服務案」契約書，決標金額，由國際處和研發處共同分攤，呈請 鈞長核示。,附件1,清潔維護委託服務案契約書(副本),單位抽存(存查單位：產學營運中心),研究發展處產學營運中心,鄭茜瑜,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
717,研究發展處產學營運中心,,596,1081400284,有關研發處產學營運中心已離駐廠商「鉅富科技有限公司」以保證金玖萬元抵銷積欠育成服務費及空間維護費，並協助收據開立，請惠予同意。,附件1,鉅富科技有限公司合約書,單位抽存(存查單位：產學營運中心),研究發展處產學營運中心,鄭茜瑜,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
718,研究發展處產學營運中心,,597,1081400268,檢陳研發處產學營運中心進駐廠商「風起科技股份有限公司」改以「風泰儀器股份有限公司」進駐本中心，並辦理履約保證金轉讓，敬請鈞長同意。,附件1,風起科技股份有限公司畢業申請書,單位抽存(存查單位：產學營運中心),研究發展處產學營運中心,鄭茜瑜,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
719,研究發展處產學營運中心,,598,1081400817,"檢陳貴部補助本校第二期「重點產業高階人才培訓與就業計畫」(計畫編號：MOST 108-2823-8-008-001)第二期款計新台幣5,760,372元收據乙紙、請款明細表、經費變更核定函及期中報告1份，請鑒核撥款。",附件1,期中報告,單位抽存(存查單位：研發處),研究發展處產學營運中心,鄭茜瑜,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
720,校務研究辦公室,,599,1072200012,擬採準用最有利標決標方式辦理「支援教職員研究能量分析整合建置」採購案，並成立「支援教職員研究能量分析整合建置」採購評選委員會及工作小組，陳請　鑒核。,附件1,投標須知及契約書草案,單位自存,校務研究辦公室,徐崗鈺,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
721,校務研究辦公室,,600,1072200036,擬請同意「支援教職員研究能量分析整合建置」採購案部分項目展延，敬請 鑒核。,附件1,契約書,單位抽存(存查單位：採購組),校務研究辦公室,徐崗鈺,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
722,,,,,,,,,,,, 
723,,,,,,,,,,,, 
724,,,,,,,,,,,, 
725,,,,,,,,,,,, 
726,,,,,,,,,,,, 
727,,,,,,,,,,,, 
728,秘書室第二組,,601,1081000072,有關黃榮堯教師向本校教師申訴評議委員會提起之申訴案，請貴單位於文到次日起20日內擬具說明書連同關係文件送達本校教師申評會，並將說明書抄送申訴人，請查照。,附件1,國立中央大學教師申訴評議委員會申訴書及相關書件,單位抽存(存查單位：秘書室),秘書室第二組,林雅筠,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
729,秘書室第二組,,602,1081000073,有關本校生命科學系金秀蓮教師提起之申訴案，請貴單位於文到次日起20日內擬具說明書連同關係文件送達本校教師申評會，並將說明書抄送申訴人，請查照。,附件1,國立中央大學教師申訴評議委員會申訴書,單位抽存(存查單位：秘書室),秘書室第二組,林雅筠,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
730,秘書室第二組,,603,1081000089,臺端向本校教師申訴評議委員會提起之申訴案，經教師申訴評議委員會107學年度第5次會議評議決定，詳如評議書，請查照。,附件1,國立中央大學教師申訴評議委員會申訴評議書,單位抽存(存查單位：秘書室),秘書室第二組,林雅筠,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
731,秘書室第二組,,604,1081000182,景揚擬參加鈞部國立大學校長續任評鑑，檢陳校務說明書1式12份及電子檔1份，請鑒核。,附件1,108年度校務說明書,單位抽存(存查單位：秘書室),秘書室第二組,林雅筠,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
732,秘書室第二組,,605,1081000052,召開107學年度第2次校務會議，請踴躍出席會議。,附件1,107年度校務基金績效報告書,單位抽存(存查單位：存查單位：秘書室),秘書室第二組,陳敏茲,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
733,秘書室第二組,,606,1081000052,召開107學年度第2次校務會議，請踴躍出席會議。,附件2,上次會議決議事項執行情形,單位抽存(存查單位：存查單位：秘書室),秘書室第二組,陳敏茲,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
734,秘書室第二組,,607,1081000052,召開107學年度第2次校務會議，請踴躍出席會議。,附件3,工作報告,單位抽存(存查單位：存查單位：秘書室),秘書室第二組,陳敏茲,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
735,秘書室第二組,,608,1081000052,召開107學年度第2次校務會議，請踴躍出席會議。,附件4,議程資料,單位抽存(存查單位：存查單位：秘書室),秘書室第二組,陳敏茲,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
736,國際事務處國際行政事務組,,609,1089902112,"茲核發貴校申請聘僱外國專業人員法國籍伊泰龍TERENCE,ARMEL ESSOMBA君從事學校教師工作之許可，請查照。",附件1,伊泰龍老師工作許可函,單位抽存(存查單位：附件送伊泰龍老師自行留存),國際事務處國際行政事務組,簡君怡,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
737,國際事務處國際行政事務組,,610,1089901626,茲核發貴校申請聘僱外國專業人員從事學校教師工作之許可，請查照。,附件1,瞿怡仁、井上優貴、江村剛志、柯士達等個人公文,單位抽存(存查單位：附件送各系所教師自行留存),國際事務處國際行政事務組,簡君怡,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
738,國際事務處國際行政事務組,,611,1089902065,茲核發貴校申請聘僱外國專業人員美國籍方向XIANG FANG君從事學校教師工作之許可，請查照。,附件1,數學系方向老師工作許可函,單位抽存(存查單位：附件送方向老師自行留存),國際事務處國際行政事務組,簡君怡,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
739,國際事務處國際行政事務組,,612,1089902251,2019國際學生日月潭清靜悠閒之旅及六天五夜台灣西部文化體驗營，行程變更事宜，敬請惠允辦理。,附件1,契約書,單位抽存(存查單位：採購組),國際事務處國際行政事務組,簡君怡,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
740,,,,,,,,,,,, 
741,,,,,,,,,,,, 
742,,,,,,,,,,,, 
743,,,,,,,,,,,, 
744,教務處招生組,,613,1089902846,所報「教育部補助大學校院產學合作培育博士級研發人才計畫」107學年度核結案，復如說明，請查照。,附件1,收支結算表等,單位抽存(存查單位：經費收支結算表(存查單位:招生組)),教務處招生組,吳瑄芳,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
745,教務處招生組,,614,1089900713,檢送108學年度學士班「個人申請」及「研究所」碩、博士班僑生、港澳生及港澳具外國國籍之華裔學生錄取名單暨分發貴校各生資料等件，請查照。,附件1,1083000044B公告「研究所」碩、博士班僑生、港澳生各生資料,單位抽存(存查單位：註冊組),教務處招生組,姜孟婕,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
746,教務處招生組,,615,1089900713,檢送108學年度學士班「個人申請」及「研究所」碩、博士班僑生、港澳生及港澳具外國國籍之華裔學生錄取名單暨分發貴校各生資料等件，請查照。,附件2,1083000044C公告「個人申請」僑生、港澳生各生資料,單位抽存(存查單位：註冊組),教務處招生組,姜孟婕,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
747,教務處招生組,,616,1089900898,檢送108學年度海外聯合招生錄取名單暨分發貴校各生資料等件，請查照。,附件1,各生資料,單位抽存(存查單位：註冊組),教務處招生組,姜孟婕,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
748,教務處招生組,,617,1071100014,檢陳本校「大學招生專業化發展試辦計畫」個人申請入學管道招生作業辦理規劃書，敬請鑒核。,附件1,規劃書,單位自存,教務處招生組,范若麗,"□存於原單位架上
□已另案歸檔，文號：_________________
□案件未了，預計完成日期：___/___/___ 
□有遺失、缺漏、毀損 ",
