,Unnamed: 0,單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）.1,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,0
968,968,學生事務處,學生事務處                              ,243.0,1676.0,850001650.0,學生事務處          ,國立中央大學,,         ,函送本校八十四學年度第二學期申請緩徵學生名冊二份及役男徵額歸屬證明書乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,085/05/31,(85)中大學字第1630號                          ,85.0,205.0,1.0,1.0,61.0,10.0,紙本,1.0,0085/205/01/1/61,（已掃描）,         085/05/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
969,969,學生事務處,學生事務處                              ,244.0,1677.0,850011849.0,總收文,台北市政府兵役處,北市兵二字第12847號,085/06/04,檢還貴校八十四學年度學生蕭奕甫乙名經核定准予緩徵名冊乙份如附件，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,1.0,62.0,10.0,紙本,5.0,0085/205/01/1/62,（已掃描）,085/06/04,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
970,970,學生事務處,學生事務處                              ,245.0,1678.0,850011882.0,總收文,台北市政府兵役處,北市兵二字第13165號,085/06/06,抄轉國立中央大學學生黃柏鈞乙名應屆畢業學生因故未能畢業名冊乙份如附件，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,1.0,63.0,10.0,紙本,2.0,0085/205/01/1/63,（已掃描）,085/06/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
971,971,學生事務處,學生事務處                              ,246.0,1679.0,850002018.0,學生事務處          ,國立中央大學,,         ,函送本校應屆畢業生因故未能畢業名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,085/06/28,(85)中大學字第2015號                          ,85.0,205.0,1.0,1.0,64.0,10.0,紙本,1.0,0085/205/01/1/64,（已掃描）,         085/06/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
972,972,學生事務處,學生事務處                              ,247.0,1680.0,850001966.0,學生事務處          ,國立中央大學,,         ,函送本校離校學生緩徵原因消滅名冊二份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,085/06/26,(85)中大學字第1961號                          ,85.0,205.0,1.0,1.0,65.0,10.0,紙本,1.0,0085/205/01/1/65,（已掃描）,         085/06/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
973,973,學生事務處,學生事務處                              ,248.0,1681.0,850012217.0,總收文,台北市政府兵役處,北市兵二字第15244號,085/07/01,抄轉國立中央大學學生呂信賢乙名離校名冊乙份如附件，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,1.0,66.0,10.0,紙本,2.0,0085/205/01/1/66,（已掃描）,085/07/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
974,974,學生事務處,學生事務處                              ,249.0,1682.0,850012193.0,總收文,臺北縣政府,八五北府兵二字第220118號,085/06/29,檢送田志偉等貳名緩徵原因消滅名冊（如附件），冊內役男若係常備兵徵集對象，請依法徵集，如已遷出應即函知役額所在地，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,1.0,67.0,10.0,紙本,2.0,0085/205/01/1/67,（已掃描）,085/06/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
975,975,學生事務處,學生事務處                              ,250.0,1683.0,850012260.0,總收文,臺灣省基隆市政府,八五基府兵徵字第053599號,085/07/03,函送國立中央大學應屆畢業生游國忠等三名因故未能畢業名冊影本一份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,1.0,68.0,10.0,紙本,2.0,0085/205/01/1/68,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
976,976,學生事務處,學生事務處                              ,251.0,1684.0,850012218.0,總收文,台南縣政府,八五府兵徵字第112290號,085/07/01,檢送八十四學年度第二學期應屆畢業學生因故未能畢業學生名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,1.0,10.0,紙本,2.0,0085/205/01/2/1,（已掃描）,085/07/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
977,977,學生事務處,學生事務處                              ,252.0,1685.0,850012267.0,總收文,宜蘭縣政府,八五府兵徵字第073493號,085/07/03,檢送八十四學年度已核定緩徵學生名冊壹份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,2.0,10.0,紙本,3.0,0085/205/01/2/2,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
978,978,學生事務處,學生事務處                              ,253.0,1686.0,850012265.0,總收文,屏東縣政府,八十五屏府兵徵字第102777號,085/07/03,檢送八十五年應屆畢業因故未畢業學生名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,3.0,10.0,紙本,2.0,0085/205/01/2/3,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
979,979,學生事務處,學生事務處                              ,254.0,1687.0,850012216.0,總收文,教育部,台(85)軍字第85052092號,085/07/01,各級學校對役齡學生務請加強宣導辦理緩徵應注意事項，以利緩徵工作推行，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,5.0,10.0,紙本,2.0,0085/205/01/2/5,（已掃描）,085/07/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
980,980,學生事務處,學生事務處                              ,255.0,1688.0,850012266.0,總收文,南投縣政府,八五投府兵徵字第92709號,085/07/03,檢送王文正等二員因故未畢業名冊乙份，如附件，冊列人員請即於事故名冊登記暫緩徵集，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,6.0,10.0,紙本,2.0,0085/205/01/2/6,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
981,981,學生事務處,學生事務處                              ,256.0,1689.0,850012230.0,總收文,彰化縣政府,彰府兵徵字第114052號,085/07/02,檢送國立中央大學應屆畢業學生因故未能畢業，學生名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,7.0,10.0,紙本,3.0,0085/205/01/2/7,（已掃描）,085/07/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
982,982,學生事務處,學生事務處                              ,257.0,1690.0,850012192.0,總收文,雲林縣政府,八五府兵徵字第81199號,085/06/28,抄送役男廖章智等一名離校學生緩徵原因消滅名冊，請依照規定辦理註記及徵處。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,8.0,10.0,紙本,2.0,0085/205/01/2/8,（已掃描）,085/06/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
983,983,學生事務處,學生事務處                              ,258.0,1691.0,850012229.0,總收文,臺東縣政府,(八五)府兵徵字第068870號,085/07/02,檢送國立中央大學八十四學年度應屆畢業生因故未能畢業名冊一份，如附件，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,9.0,10.0,紙本,2.0,0085/205/01/2/9,（已掃描）,085/07/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
984,984,學生事務處,學生事務處                              ,259.0,1692.0,850012263.0,總收文,臺中市政府,八五府兵徵字第88047號,085/07/03,抄送中央大學應屆畢業因故未能畢業學生名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,10.0,10.0,紙本,3.0,0085/205/01/2/10,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
985,985,學生事務處,學生事務處                              ,260.0,1693.0,850012231.0,總收文,臺灣省嘉義縣政府,府兵徵字第75474號,085/07/02,抄送應屆畢業學生，因故未能畢業名冊乙份，希即登記，並准予暫緩徵集至離校截止。請照辦。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,11.0,10.0,紙本,2.0,0085/205/01/2/11,（已掃描）,085/07/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
986,986,學生事務處,學生事務處                              ,261.0,1694.0,850012232.0,總收文,新竹市政府,八五府兵徵字第46161號,085/07/02,檢送八十四學年度應屆畢業學生李天序等因故未能畢業名冊一份，請就冊內貴區役男於籤號名冊內辦理登記，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,12.0,10.0,紙本,2.0,0085/205/01/2/12,（已掃描）,085/07/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
987,987,學生事務處,學生事務處                              ,262.0,1695.0,850012261.0,總收文,新竹縣政府,八十五府兵徵字第88549號,085/07/03,函送國立中央大學應屆畢業生因故未能畢業名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,13.0,10.0,紙本,2.0,0085/205/01/2/13,（已掃描）,085/07/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
988,988,學生事務處,學生事務處                              ,263.0,1696.0,850012329.0,總收文,台北市中山區公所,北市中兵徵一字第13555號,085/07/08,抄轉中央大學學生彭建強（60陸九-278；83陸-501）乙名應屆畢業學生因故未能畢業名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,14.0,10.0,紙本,3.0,0085/205/01/2/14,（已掃描）,085/07/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
989,989,學生事務處,學生事務處                              ,264.0,1697.0,850012372.0,總收文,南投縣政府,八五投府兵徵字第95491號,085/07/10,檢送陳志松乙員因故未畢業名冊乙份如附件，冊列人員應即登記暫緩徵集，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,15.0,10.0,紙本,2.0,0085/205/01/2/15,（已掃描）,085/07/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
990,990,學生事務處,學生事務處                              ,265.0,1698.0,850012360.0,總收文,彰化縣政府,彰府兵徵字第119322號,085/07/09,檢送國立中央大學應屆畢業學生因故未能畢業，學生名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,16.0,10.0,紙本,3.0,0085/205/01/2/16,（已掃描）,085/07/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
991,991,學生事務處,學生事務處                              ,266.0,1699.0,850012408.0,總收文,臺中縣政府,八五府兵徵字第176145號,085/07/12,茲抄發中央大學應屆畢業學生劉正文等三名因故未能畢業名冊一份（如附件）希即查明登記，如有徵額不符情事應即報府處理，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,17.0,10.0,紙本,2.0,0085/205/01/2/17,（已掃描）,085/07/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
992,992,學生事務處,學生事務處                              ,267.0,1700.0,850012388.0,總收文,台北市中山區公所,北市中兵徵一字第13855號,085/07/11,抄轉中央大學學生趙克立（55空九-127）乙名應屆畢業學生因故未能畢業名冊乙份，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,18.0,10.0,紙本,3.0,0085/205/01/2/18,（已掃描）,085/07/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
993,993,學生事務處,學生事務處                              ,268.0,1701.0,850012157.0,總收文,台南縣政府,八五府兵徵字第109707號,085/06/27,檢送民57年次役男王皇又等乙員離校緩徵原因消滅學生名冊乙份，請予註銷緩徵補辦徵處，請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,19.0,10.0,紙本,2.0,0085/205/01/2/19,（已掃描）,085/06/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
994,994,學生事務處,學生事務處                              ,269.0,1702.0,850012156.0,總收文,彰化縣政府,彰府兵徵字第111005號,085/06/27,抄送役男何慶璉等參名離校緩徵原因消滅學生名冊乙份，請註銷冊列役男緩徵並依法令規定補行徵兵處理。請查照。,學生事務處,學生事務處,(鍾秋雄),鍾秋雄,,                                        ,85.0,205.0,1.0,2.0,20.0,10.0,紙本,2.0,0085/205/01/2/20,（已掃描）,085/06/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：,
