單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,學生事務處軍訓室,45,211,0890013028,總收文,教育部,台(八九)軍字第89098564號,089/08/31,檢送「臺灣地區役政單位及替代役需用機關為役男家屬服務連繫工作注意事項」，如附件，請查照。,生活輔導組,生活輔導組,(邱清真),邱清真,,                                        ,0089,205,01,13,8,10,紙本,9,0089/205/01/13/8,（已掃描）,089/08/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,軍訓室軍訓室,46,212,0900000677,軍訓室,國立中央大學,,         ,檢送本校九十、九一、九二年理、工學院及資訊系(所)等與國防工業專長有關之博、碩士役男人數，如附表一、二，請查照。,生活輔導組,生活輔導組,(劉美玠),劉美玠,090/03/13,(90)中大軍字第0678號                          ,0090,205,01,10,19,10,紙本,1,0090/205/01/10/19,（已掃描）,         090/03/13,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,軍訓室軍訓室,47,213,0900001183,軍訓室,國立中央大學,,         ,檢送本校民國九十年(五十一期)大專預備軍官複選考試成績查詢名冊乙式兩份，如附件，請查照。,生活輔導組,生活輔導組,(劉美玠),劉美玠,090/04/23,(90)中大軍字第1199號                          ,0090,205,01,10,21,10,紙本,2,0090/205/01/10/21,（已掃描）,         090/04/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,軍訓室軍訓室,48,214,0900001471,軍訓室,國立中央大學,,         ,檢送本校民國八七、八八、八九年考選錄取預官申請併入營人員名冊乙式兩份，如附件，請查照。,生活輔導組,生活輔導組,(劉美玠),劉美玠,090/05/11,(90)中大軍字第1464號                          ,0090,205,01,10,22,10,紙本,1,0090/205/01/10/22,（已掃描）,         090/05/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,軍訓室軍訓室,49,215,0900003008,軍訓室,國立中央大學,,         ,檢送本校民國八八、八九年考選錄取預官及九十年國防役申請第二梯次併入營人員名冊乙式兩份，請查照。,生活輔導組,生活輔導組,(劉美玠),劉美玠,090/09/06,(90)中大軍字第3021號                          ,0090,205,01,10,23,10,紙本,1,0090/205/01/10/23,（已掃描）,         090/09/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
生活輔導組,軍訓室軍訓室,50,216,0900003911,軍訓室,國立中央大學,,         ,召開九十一年大專預備軍官初審會議。,生活輔導組,生活輔導組,(劉美玠),劉美玠,090/11/09,(90)中大軍字第3888號                          ,0090,205,01,10,26,10,紙本,2,0090/205/01/10/26,（已掃描）,         090/11/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
企管系,企管系,13,621,0860002035,管理學院,國立中央大學,,         ,本校管理學院企業管理學系二年級學生林俊佑、鄭旭航、李祥毅、駱行健申請出國短期進修，請准予同意並轉函有關單位核發出國文件。,管理學院,企管系,(范麗昌),范麗昌,086/06/19,(86)中大管字第2035號                          ,0086,204,01,4,37,5,紙本,2,0086/204/01/4/37,（已掃描）,         086/06/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
企管系,企管系,14,622,0860012615,總收文,教育部,台(86)文(三)字第86073185號,086/07/07,本部原則同意貴校學生鄭旭航等四人(名單如附件)於八十六年七月二十七日至八月三十一日赴美國研習，因渠等具役男身份，請轉知及輔導如期返國，不得延期，並請貴校負責保證之履行，請查照。,管理學院,企管系,(范麗昌),范麗昌,,                                        ,0086,204,01,4,43,5,紙本,7,0086/204/01/4/43,（已掃描）,086/07/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
光電系  ,光電系  ,13,290,0850003317,理學院              ,國立中央大學,,         ,本校光電科學研究所推薦本所博士班畢業生沈偉申請鈞部「獎勵大學校院有關產業實際問題優良博士論文」，請鑒核示復。,理學院,光電系  ,(楊璧朱),楊璧朱,085/10/23,(85)中大理字第3297號                          ,0085,206,01,1,13,20,紙本,1,0085/206/01/1/13,（已掃描）,         085/10/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
光電系  ,光電系  ,14,291,0850003316,理學院              ,國立中央大學,,         ,本校光電科學研究所推薦本所博士班畢業生莊福明申請鈞部「獎勵大學校院有關產業實際問題優良博士論文」，請鑒核示復。,理學院,光電系  ,(楊璧朱),楊璧朱,085/10/23,(85)中大理字第3296號                          ,0085,206,01,1,14,20,紙本,1,0085/206/01/1/14,（已掃描）,         085/10/23,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,28,246,0850011068,總收文,教育部,台(85)文(三)字第85505820號,085/04/05,公告法國在台協會、教育部一九九六年提供赴法進修科技獎學金候選人甄試事宜。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0085,206,01,5,17,20,紙本,3,0085/206/01/5/17,（已掃描）,085/04/05,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,4,222,0860001623,地球科學學院        ,國立中央大學,,         ,擬請同意本校地球科學系學生黃嘉康於本(86)年7月8日至8月25日參加美國柏克萊大學密集英語研習，請鑒核。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/05/19,(86)中大理字第1622號                          ,0086,204,01,4,3,5,紙本,1,0086/204/01/4/3,（已掃描）,         086/05/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,5,223,0860011946,總收文,教育部,台(86)文(三)字第86057527號,086/05/27,本部原則同意貴校學生黃嘉康(名單如附件)於八十六年七月八日至八月二十五日赴美國研習，因渠具役男身分，請轉知及輔導如期返國，不得延期，並請貴校負責保證之履行，請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,4,16,5,紙本,4,0086/204/01/4/16,（已掃描）,086/05/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,10,228,0860013260,總收文,教育部,台(86)中(一)字第86085320號,086/08/11,檢送「八十六學年度高級中學數學及自然學科能力競賽計畫」乙種，請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,6,18,5,紙本,5,0086/204/01/6/18,（已掃描）,086/08/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,11,229,0860003427,地球科學學院        ,國立中央大學,,         ,檢送本校地球科學系承辦「八十六學年度高級中學地球科學科能力競賽決賽實施計畫」暨經費預算表等，復請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/10/18,(86)中大理字第3425號                          ,0086,204,01,6,19,5,紙本,1,0086/204/01/6/19,（已掃描）,         086/10/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,12,230,0860014778,總收文,教育部,台(86)中(一)字第86124620號,086/11/26,貴校辦理八十六學年度高中地球科學科能力競賽決賽乙案，茲核定新臺幣陸拾捌萬零柒佰零捌圓整，請即備文檢據送部憑撥，請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,6,20,5,紙本,3,0086/204/01/6/20,（已掃描）,086/11/26,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,13,231,0860004097,地球科學學院        ,國立中央大學,,         ,檢送本校承辦八十六學年度高級中學地球科學科能力競賽決賽補助經費新台幣陸拾捌萬零柒佰零捌元整領款收據乙紙，請惠予憑撥，復請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/12/12,(86)中大理字第4104號                          ,0086,204,01,6,21,5,紙本,1,0086/204/01/6/21,（已掃描）,         086/12/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,14,232,0860015002,總收文,國立金門高級中學,(86)樹教字第426號,086/12/12,檢送「本校參加八十六學年度高級中學數學及自然學科競賽報名表」乙式三份，請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,6,22,5,紙本,2,0086/204/01/6/22,（已掃描）,086/12/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,15,233,0860015085,總收文,高雄市政府教育局,高市教一字第42391號,086/12/19,檢送本市參加「八十六學年度高中數學及自然科能力競賽」決賽名單乙份，如附件，請查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,6,23,5,紙本,3,0086/204/01/6/23,（已掃描）,086/12/19,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,16,234,0860015100,總收文,臺灣省政府教育廳,八六教二字第23034號,086/12/20,檢送本省參加八十六學年度高級中學數學資訊及自然學科決賽各科報名表一份、分科報名表一式二份，請鑒核、查照。,地球科學學院,地科系,(張瑜芬),張瑜芬,,                                        ,0086,204,01,6,24,5,紙本,4,0086/204/01/6/24,（已掃描）,086/12/20,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,17,235,0860004333,地球科學學院        ,國立中央大學,,         ,本校承辦八十六學年度高級中學地球科學科能力競賽決賽訂於八十七年一月九日在本校科學館舉行，檢送活動手冊一份，復請查照參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/12/31,(86)中大理字第4342號                          ,0086,204,01,6,25,5,紙本,1,0086/204/01/6/25,（已掃描）,         086/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,18,236,0860004335,地球科學學院        ,國立中央大學,,         ,本校承辦八十六學年度高級中學地球科學科能力競賽決賽訂於八十七年一月九日在本校科學館舉行，檢送活動手冊一份，復請查照參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/12/31,(86)中大理字第4343號                          ,0086,204,01,6,26,5,紙本,1,0086/204/01/6/26,（已掃描）,         086/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,19,237,0860004332,地球科學學院        ,國立中央大學,,         ,本校承辦八十六學年度高級中學地球科學科能力競賽決賽訂於八十七年一月九日在本校科學館舉行，檢送活動手冊一份，復請查照參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/12/31,(86)中大理字第4344號                          ,0086,204,01,6,27,5,紙本,1,0086/204/01/6/27,（已掃描）,         086/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,20,238,0860004334,地球科學學院        ,國立中央大學,,         ,本校承辦八十六學年度高級中學地球科學科能力競賽決賽訂於八十七年一月九日在本校科學館舉行，檢送活動手冊一份，請參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,086/12/31,(86)中大理字第4345號                          ,0086,204,01,6,28,5,紙本,1,0086/204/01/6/28,（已掃描）,         086/12/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,21,239,0870000239,地球科學學院        ,國立中央大學,,         ,檢送本校承辦八十六學年度高級中學地球科學科能力競賽決賽獲獎名單乙份，請查照參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,087/01/22,(87)中大理字第0231號                          ,0086,204,01,6,29,5,紙本,1,0086/204/01/6/29,（已掃描）,         087/01/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
地科系,地科系,22,240,0870000240,地球科學學院        ,國立中央大學,,         ,檢送本校承辦八十六學年度高級中學地球科學科能力競賽決賽獲獎名單乙份，請查照參考。,地球科學學院,地科系,(張瑜芬),張瑜芬,087/01/22,(87)中大理字第0232號                          ,0086,204,01,6,30,5,紙本,1,0086/204/01/6/30,（已掃描）,         087/01/22,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
